id,id_anfitrion,zona_grupo,vecindario,latitud,longitud,tipo_propiedad,tipo_habitacion,capacidad,banos,recamaras,camas,texto_banos,noches_minimas,noches_maximas,min_noches_maximas,max_noches_maximas,precio,disp_30d,disp_60d,disp_90d,disp_365d,num_resenas,num_resenas_12m,num_resenas_30d,primera_resena,ultima_resena,resenas_por_mes,calif_total,calif_exactitud,calif_limpieza,calif_checkin,calif_comunicacion,calif_ubicacion,calif_valor,reserva_inmediata,es_superhost,antiguedad_host,tiempo_respuesta_host,tasa_respuesta_host,tasa_aceptacion_host,host_tiene_foto,host_verificado,listados_host,total_listados_host,host_total_casas_completas,host_total_habitaciones_privadas,host_total_habitaciones_compartidas,licencia,amenidades
536332,2634978,Isole,Castello,45.4332,12.35018,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,1 bath,1,1125,1125,1125,156.0,26,46,47,47,66,5,0,2012-09-10,2025-05-03,0.42,4.44,4.62,4.53,4.2,4.36,4.8,4.39,t,f,2012-06-14,within an hour,0.99,0.99,t,t,139.0,139.0,134,0,0,IT027042B4J7UIK7BG,"[""Heating"", ""Essentials"", ""Air conditioning"", ""Coffee maker"", ""Dishes and silverware"", ""Fire extinguisher"", ""Pets allowed"", ""Oven"", ""Host greets you"", ""Hot water kettle"", ""Washer"", ""Iron"", ""Wifi"", ""Refrigerator"", ""Bed linens"", ""Hot water"", ""Crib"", ""Kitchen"", ""Hair dryer"", ""Carbon monoxide alarm"", ""Dishwasher"", ""Stove""]"
563510,2634978,Isole,Santa Croce,45.43976,12.32405,Entire rental unit,Entire home/apt,6,1.0,2.0,1.0,2 baths,1,1125,1125,1125,228.50778129734195,9,17,36,303,235,21,2,2013-07-14,2025-05-31,1.62,4.76,4.83,4.77,4.81,4.77,4.96,4.66,t,f,2012-06-14,within an hour,0.99,0.99,t,t,139.0,139.0,134,0,0,IT027042B4FP4CRU8D,"[""Microwave"", ""Heating"", ""Essentials"", ""Air conditioning"", ""Coffee maker"", ""Dishes and silverware"", ""Fire extinguisher"", ""Pets allowed"", ""Oven"", ""Host greets you"", ""Hot water kettle"", ""Washer"", ""Iron"", ""Bathtub"", ""Wifi"", ""Refrigerator"", ""Bed linens"", ""Patio or balcony"", ""Toaster"", ""Hot water"", ""Crib"", ""Kitchen"", ""Hair dryer"", ""Carbon monoxide alarm"", ""Dishwasher"", ""Elevator"", ""Stove"", ""Freezer""]"
12753082,2634978,Isole,Cannaregio,45.44176,12.34045,Entire rental unit,Entire home/apt,6,2.5,2.0,3.0,2.5 baths,1,1125,1125,1125,198.0,6,15,35,294,73,16,2,2016-12-18,2025-06-03,0.71,4.49,4.55,4.62,4.58,4.67,4.73,4.49,t,f,2012-06-14,within an hour,0.99,0.99,t,t,139.0,139.0,134,0,0,IT027042B4TNN56RHA,"[""Microwave"", ""Heating"", ""Essentials"", ""Air conditioning"", ""Coffee maker"", ""Dishes and silverware"", ""Fire extinguisher"", ""Pets allowed"", ""Host greets you"", ""Cooking basics"", ""Washer"", ""Iron"", ""Wifi"", ""Refrigerator"", ""Bed linens"", ""Hot water"", ""Crib"", ""Kitchen"", ""Hair dryer"", ""Carbon monoxide alarm"", ""Dishwasher"", ""Stove""]"
12861076,2634978,Isole,Cannaregio,45.44193,12.33771,Entire rental unit,Entire home/apt,8,3.0,3.0,6.0,3 baths,1,1125,1125,1125,277.0,2,21,41,305,66,13,2,2016-06-26,2025-05-31,0.6,4.65,4.77,4.7,4.71,4.71,4.82,4.56,t,f,2012-06-14,within an hour,0.99,0.99,t,t,139.0,139.0,134,0,0,IT027042C2S9VUZ4VT,"[""Heating"", ""Essentials"", ""Air conditioning"", ""Coffee maker"", ""Dishes and silverware"", ""Fire extinguisher"", ""Pets allowed"", ""Oven"", ""Host greets you"", ""Hot water kettle"", ""Washer"", ""Iron"", ""Wifi"", ""Refrigerator"", ""Bed linens"", ""Toaster"", ""Hot water"", ""Crib"", ""Kitchen"", ""Hair dryer"", ""Carbon monoxide alarm"", ""Dishwasher"", ""Stove"", ""Freezer""]"
12881240,2634978,Isole,Cannaregio,45.44315,12.33065,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,1 bath,1,1125,1125,1125,365.0,4,21,43,230,52,12,1,2016-09-06,2025-05-18,0.49,4.65,4.77,4.67,4.75,4.58,4.96,4.6,t,f,2012-06-14,within an hour,0.99,0.99,t,t,139.0,139.0,134,0,0,IT027042B4653XP6NG,"[""Microwave"", ""Heating"", ""Essentials"", ""Air conditioning"", ""Coffee maker"", ""Dishes and silverware"", ""Fire extinguisher"", ""Pets allowed"", ""Oven"", ""Host greets you"", ""Hot water kettle"", ""Washer"", ""Iron"", ""Wifi"", ""Refrigerator"", ""Bed linens"", ""Patio or balcony"", ""Toaster"", ""Hot water"", ""Crib"", ""Kitchen"", ""Hair dryer"", ""Carbon monoxide alarm"", ""Dishwasher"", ""Elevator"", ""Stove"", ""Freezer""]"
13160675,2634978,Isole,Cannaregio,45.439212,12.336494,Entire rental unit,Entire home/apt,8,2.0,3.0,7.0,2 baths,31,1125,1125,1125,150.0,0,9,12,280,49,18,0,2016-10-17,2024-11-27,0.46,4.43,4.59,4.59,4.51,4.53,4.78,4.47,t,f,2012-06-14,within an hour,0.99,0.99,t,t,139.0,139.0,134,0,0,SL222222X2XX2XXXX2,"[""Microwave"", ""Heating"", ""Essentials"", ""Air conditioning"", ""Coffee maker"", ""Dishes and silverware"", ""Pets allowed"", ""Oven"", ""Host greets you"", ""Cooking basics"", ""Hot water kettle"", ""Washer"", ""Iron"", ""Wifi"", ""Refrigerator"", ""Bed linens"", ""Hot water"", ""Crib"", ""Kitchen"", ""Smoke alarm"", ""Hair dryer"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Dishwasher"", ""Stove""]"
13161601,2634978,Isole,Castello,45.43454,12.34095,Entire rental unit,Entire home/apt,4,2.0,1.0,2.0,2 baths,1,1125,1125,1125,173.0,16,32,57,332,47,16,2,2018-09-18,2025-05-22,0.57,4.64,4.72,4.57,4.3,4.66,4.96,4.45,t,f,2012-06-14,within an hour,0.99,0.99,t,t,139.0,139.0,134,0,0,IT027042B4YPL2YEMO,"[""Heating"", ""Essentials"", ""Air conditioning"", ""Coffee maker"", ""Dishes and silverware"", ""Fire extinguisher"", ""Pets allowed"", ""Oven"", ""Host greets you"", ""Hot water kettle"", ""Washer"", ""Iron"", ""Wifi"", ""Refrigerator"", ""Bed linens"", ""Toaster"", ""Hot water"", ""Crib"", ""Kitchen"", ""Hair dryer"", ""Carbon monoxide alarm"", ""Stove"", ""Freezer""]"
13163603,2634978,Isole,San Marco,45.43483,12.33716,Entire rental unit,Entire home/apt,6,1.0,2.0,4.0,1 bath,1,1125,1125,1125,338.0,8,24,47,299,82,17,1,2016-07-19,2025-05-18,0.76,4.39,4.54,4.67,4.64,4.68,4.79,4.41,t,f,2012-06-14,within an hour,0.99,0.99,t,t,139.0,139.0,134,0,0,IT027042B4ZMSH9OAQ,"[""Microwave"", ""Heating"", ""Essentials"", ""Air conditioning"", ""Coffee maker"", ""Dishes and silverware"", ""Host greets you"", ""Hot water kettle"", ""Washer"", ""Iron"", ""Wifi"", ""Refrigerator"", ""Bed linens"", ""Toaster"", ""Hot water"", ""Crib"", ""Kitchen"", ""Hair dryer"", ""Dishwasher"", ""Elevator"", ""Stove"", ""Dryer"", ""Freezer""]"
13228648,2634978,Isole,San Marco,45.43419,12.33541,Entire rental unit,Entire home/apt,7,2.0,3.0,5.0,2 baths,1,1125,1125,1125,420.0,4,16,31,274,73,7,1,2016-08-07,2025-05-18,0.68,4.64,4.7,4.86,4.75,4.73,4.96,4.61,t,f,2012-06-14,within an hour,0.99,0.99,t,t,139.0,139.0,134,0,0,IT027042C2RSXCP7M5,"[""Microwave"", ""Heating"", ""Essentials"", ""Air conditioning"", ""Coffee maker"", ""Dishes and silverware"", ""Oven"", ""Host greets you"", ""Hot water kettle"", ""Washer"", ""Iron"", ""Wifi"", ""Refrigerator"", ""Bed linens"", ""Toaster"", ""Hot water"", ""Crib"", ""Kitchen"", ""Hair dryer"", ""Dishwasher"", ""Stove"", ""Freezer""]"
13383345,2634978,Isole,Cannaregio,45.4456,12.3261,Entire rental unit,Entire home/apt,6,1.0,2.0,3.0,1 bath,1,1125,1125,1125,162.0,6,16,38,298,71,14,1,2016-10-02,2025-05-27,0.67,4.37,4.49,4.61,4.51,4.46,4.66,4.15,t,f,2012-06-14,within an hour,0.99,0.99,t,t,139.0,139.0,134,0,0,IT027042B4QF4S6LFV,"[""Microwave"", ""Heating"", ""Essentials"", ""Air conditioning"", ""Coffee maker"", ""Dishes and silverware"", ""Pets allowed"", ""Host greets you"", ""Hot water kettle"", ""Washer"", ""Iron"", ""Wifi"", ""Refrigerator"", ""Bed linens"", ""Toaster"", ""Hot water"", ""Crib"", ""Kitchen"", ""Hair dryer"", ""Dishwasher"", ""Stove"", ""Freezer""]"
13384176,2634978,Isole,San Marco,45.43551,12.34024,Entire rental unit,Entire home/apt,8,2.0,3.0,5.0,2 baths,1,1125,1125,1125,464.0,1,8,18,256,179,23,1,2016-07-29,2025-05-23,1.65,4.71,4.75,4.72,4.72,4.82,4.93,4.67,t,f,2012-06-14,within an hour,0.99,0.99,t,t,139.0,139.0,134,0,0,IT027042C2JRZASPQS,"[""Microwave"", ""Heating"", ""Essentials"", ""Air conditioning"", ""Coffee maker"", ""Dishes and silverware"", ""Fire extinguisher"", ""Pets allowed"", ""Gas stove"", ""Oven"", ""Host greets you"", ""Washer"", ""Iron"", ""Bathtub"", ""Wifi"", ""Refrigerator"", ""Patio or balcony"", ""Hot water"", ""Crib"", ""Kitchen"", ""Smoke alarm"", ""Hair dryer"", ""Carbon monoxide alarm"", ""Dishwasher""]"
13386499,2634978,Isole,Santa Croce,45.43993,12.32234,Entire rental unit,Entire home/apt,5,1.0,2.0,1.0,2 baths,1,1125,1125,1125,228.50778129734195,5,9,17,267,58,20,2,2016-11-02,2025-06-02,0.55,4.55,4.67,4.71,4.64,4.59,4.91,4.5,t,f,2012-06-14,within an hour,0.99,0.99,t,t,139.0,139.0,134,0,0,IT027042B4JEBJK73F,"[""Microwave"", ""Heating"", ""Essentials"", ""Air conditioning"", ""Coffee maker"", ""Dishes and silverware"", ""Oven"", ""Host greets you"", ""Washer"", ""Iron"", ""Bathtub"", ""Wifi"", ""Refrigerator"", ""Bed linens"", ""Patio or balcony"", ""Hot water"", ""Crib"", ""Kitchen"", ""Hair dryer"", ""Dishwasher"", ""Elevator"", ""Stove""]"
13406011,2634978,Isole,San Marco,45.43514,12.3388,Entire rental unit,Entire home/apt,6,1.0,2.0,1.0,2 baths,1,1125,1125,1125,228.50778129734195,3,12,34,283,156,25,2,2016-07-19,2025-05-20,1.44,4.55,4.7,4.61,4.53,4.64,4.93,4.52,t,f,2012-06-14,within an hour,0.99,0.99,t,t,139.0,139.0,134,0,0,IT027042B4G09CFCWT,"[""Microwave"", ""Heating"", ""Essentials"", ""Air conditioning"", ""Coffee maker"", ""Dishes and silverware"", ""Pets allowed"", ""Oven"", ""Host greets you"", ""Hot water kettle"", ""Washer"", ""Iron"", ""Wifi"", ""Refrigerator"", ""Bed linens"", ""Toaster"", ""Hot water"", ""Crib"", ""Kitchen"", ""Hair dryer"", ""Dishwasher"", ""Stove"", ""Freezer""]"
13407392,2634978,Isole,Santa Croce,45.44038,12.3295,Entire rental unit,Entire home/apt,8,2.0,2.0,5.0,2 baths,1,1125,1125,1125,382.0,7,22,46,319,165,32,0,2016-08-09,2025-04-23,1.53,4.74,4.85,4.88,4.81,4.72,4.83,4.63,t,f,2012-06-14,within an hour,0.99,0.99,t,t,139.0,139.0,134,0,0,IT027042B46KUF9FCI,"[""Microwave"", ""Heating"", ""Essentials"", ""Air conditioning"", ""Coffee maker"", ""Dishes and silverware"", ""Pets allowed"", ""Host greets you"", ""Hot water kettle"", ""Washer"", ""Iron"", ""Wifi"", ""Refrigerator"", ""Bed linens"", ""Toaster"", ""Hot water"", ""Crib"", ""Kitchen"", ""Hair dryer"", ""Dishwasher"", ""Stove"", ""Freezer""]"
13420595,2634978,Isole,San Marco,45.4364,12.33809,Entire rental unit,Entire home/apt,6,2.0,2.0,3.0,2 baths,1,1125,1125,1125,262.0,9,28,52,316,78,10,1,2017-01-02,2025-05-30,0.76,4.49,4.77,4.78,4.58,4.6,4.94,4.62,t,f,2012-06-14,within an hour,0.99,0.99,t,t,139.0,139.0,134,0,0,IT027042C2XJ5JQXRZ,"[""Microwave"", ""Heating"", ""Essentials"", ""Air conditioning"", ""Coffee maker"", ""Dishes and silverware"", ""Oven"", ""Host greets you"", ""Iron"", ""Wifi"", ""Refrigerator"", ""Bed linens"", ""Private patio or balcony"", ""Hot water"", ""Crib"", ""Kitchen"", ""Hair dryer"", ""TV"", ""Dishwasher"", ""Stove""]"
13518334,2634978,Isole,Dorsoduro,45.43099,12.3326,Entire rental unit,Entire home/apt,3,1.0,1.0,2.0,1 bath,1,1125,1125,1125,154.0,18,48,78,353,24,10,0,2021-10-31,2025-04-21,0.54,4.46,4.5,4.29,4.63,4.67,4.71,4.04,t,f,2012-06-14,within an hour,0.99,0.99,t,t,139.0,139.0,134,0,0,IT027042B4HM32XHS9,"[""Refrigerator"", ""Bed linens"", ""Host greets you"", ""Microwave"", ""Heating"", ""Essentials"", ""Air conditioning"", ""Coffee maker"", ""Dishes and silverware"", ""Stove"", ""Hot water"", ""Crib"", ""Kitchen"", ""Iron"", ""Pets allowed"", ""Hair dryer"", ""Wifi""]"
13552264,2634978,Isole,San Marco,45.4327,12.3353,Entire rental unit,Entire home/apt,12,1.0,5.0,1.0,5 baths,1,1125,1125,1125,228.50778129734195,11,23,42,272,129,21,2,2016-09-30,2025-05-31,1.22,4.67,4.75,4.66,4.73,4.77,4.95,4.55,t,f,2012-06-14,within an hour,0.99,0.99,t,t,139.0,139.0,134,0,0,IT027042B4L99OML2Y,"[""Microwave"", ""Heating"", ""Essentials"", ""Air conditioning"", ""Coffee maker"", ""Dishes and silverware"", ""Dining table"", ""Baking sheet"", ""Fire extinguisher"", ""Pets allowed"", ""Oven"", ""Host greets you"", ""Wine glasses"", ""Washer"", ""Iron"", ""Bathtub"", ""Wifi"", ""Refrigerator"", ""Patio or balcony"", ""Hot water"", ""Crib"", ""Kitchen"", ""Hair dryer"", ""Drying rack for clothing"", ""Carbon monoxide alarm"", ""Dishwasher"", ""Stove"", ""Freezer"", ""Bidet""]"
13554529,2634978,Isole,Santa Croce,45.43928,12.3223,Entire rental unit,Entire home/apt,6,2.0,3.0,5.0,2 baths,1,1125,1125,1125,265.0,5,10,24,32,18,4,0,2016-07-19,2024-07-04,0.17,4.5,4.67,4.5,4.72,4.5,4.89,4.39,t,f,2012-06-14,within an hour,0.99,0.99,t,t,139.0,139.0,134,0,0,IT027042B4ZPX6HUKK,"[""Microwave"", ""Heating"", ""Essentials"", ""Air conditioning"", ""Coffee maker"", ""Dishes and silverware"", ""Oven"", ""Host greets you"", ""Hot water kettle"", ""Washer"", ""Iron"", ""Bathtub"", ""Wifi"", ""Refrigerator"", ""Bed linens"", ""Toaster"", ""Hot water"", ""Crib"", ""Kitchen"", ""Hair dryer"", ""Dishwasher"", ""Elevator"", ""Stove"", ""Freezer""]"
13852639,2634978,Isole,Castello,45.43953,12.34298,Entire rental unit,Entire home/apt,5,1.0,2.0,3.0,1 bath,1,1125,1125,1125,198.0,12,31,47,307,19,7,1,2016-08-18,2025-05-18,0.18,4.53,4.58,4.63,4.63,4.74,4.89,4.47,t,f,2012-06-14,within an hour,0.99,0.99,t,t,139.0,139.0,134,0,0,IT027042B48RGZCMTO,"[""Microwave"", ""Heating"", ""Essentials"", ""Air conditioning"", ""Coffee maker"", ""Dishes and silverware"", ""Pets allowed"", ""Oven"", ""Host greets you"", ""Washer"", ""Iron"", ""Wifi"", ""Refrigerator"", ""Bed linens"", ""Hot water"", ""Crib"", ""Kitchen"", ""Hair dryer"", ""Dishwasher"", ""Stove""]"
13968355,2634978,Isole,Cannaregio,45.44048,12.33713,Entire rental unit,Entire home/apt,5,2.0,3.0,4.0,2 baths,1,1125,1125,1125,205.0,7,13,16,275,55,12,2,2017-07-03,2025-05-22,0.57,4.64,4.78,4.64,4.76,4.8,4.93,4.51,t,f,2012-06-14,within an hour,0.99,0.99,t,t,139.0,139.0,134,0,0,IT027042B469CBHU22,"[""Microwave"", ""Heating"", ""Essentials"", ""Air conditioning"", ""Coffee maker"", ""Dishes and silverware"", ""Pets allowed"", ""Oven"", ""Host greets you"", ""Washer"", ""Iron"", ""Wifi"", ""Refrigerator"", ""Hot water"", ""Crib"", ""Kitchen"", ""Hair dryer"", ""Dishwasher"", ""Stove""]"
13983314,2634978,Isole,San Marco,45.4315,12.33291,Entire rental unit,Entire home/apt,5,2.0,2.0,3.0,2 baths,1,1125,1125,1125,253.0,2,7,14,211,2,0,0,2017-04-12,2017-08-14,0.02,4.5,5.0,5.0,5.0,5.0,5.0,5.0,t,f,2012-06-14,within an hour,0.99,0.99,t,t,139.0,139.0,134,0,0,IT027042C2SGL3SYNP,"[""Microwave"", ""Heating"", ""Essentials"", ""Air conditioning"", ""Coffee maker"", ""Dishes and silverware"", ""Pets allowed"", ""Oven"", ""Host greets you"", ""Washer"", ""Iron"", ""Bathtub"", ""Wifi"", ""Refrigerator"", ""Bed linens"", ""Hot water"", ""Crib"", ""Kitchen"", ""Hair dryer"", ""Dishwasher"", ""Stove""]"
14002485,2634978,Isole,Castello,45.43575,12.34207,Entire rental unit,Entire home/apt,6,1.0,2.0,4.0,1 bath,1,1125,1125,1125,217.0,7,9,25,274,19,6,2,2016-09-10,2025-05-31,0.18,4.26,4.42,4.47,4.47,4.58,4.84,4.53,t,f,2012-06-14,within an hour,0.99,0.99,t,t,139.0,139.0,134,0,0,IT027042C2AHMJVB6M,"[""Microwave"", ""Heating"", ""Essentials"", ""Air conditioning"", ""Coffee maker"", ""Dishes and silverware"", ""Pets allowed"", ""Oven"", ""Host greets you"", ""Hot water kettle"", ""Washer"", ""Iron"", ""Wifi"", ""Refrigerator"", ""Bed linens"", ""Toaster"", ""Hot water"", ""Crib"", ""Kitchen"", ""Hair dryer"", ""Dishwasher"", ""Stove"", ""Freezer""]"
14003869,2634978,Isole,Castello,45.43549,12.34077,Entire rental unit,Entire home/apt,6,1.0,2.0,4.0,1 bath,1,1125,1125,1125,193.0,10,14,35,293,22,5,0,2018-05-26,2024-10-13,0.26,4.0,4.23,3.95,4.59,4.59,4.86,3.95,t,f,2012-06-14,within an hour,0.99,0.99,t,t,139.0,139.0,134,0,0,IT027042C2Z5BOXBWS,"[""Refrigerator"", ""Oven"", ""Bed linens"", ""Host greets you"", ""Microwave"", ""Heating"", ""Essentials"", ""Air conditioning"", ""Coffee maker"", ""Dishes and silverware"", ""Stove"", ""Hot water"", ""Crib"", ""Kitchen"", ""Iron"", ""Pets allowed"", ""Hair dryer"", ""Wifi""]"
14245145,2634978,Isole,Castello,45.43672,12.34438,Entire rental unit,Entire home/apt,6,1.0,2.0,4.0,1 bath,1,1125,1125,1125,181.0,20,36,53,328,89,5,0,2016-09-28,2025-05-04,0.84,4.33,4.55,4.54,4.49,4.64,4.82,4.41,t,f,2012-06-14,within an hour,0.99,0.99,t,t,139.0,139.0,134,0,0,IT027042B4936GPTET,"[""Essentials"", ""Air conditioning"", ""Coffee maker"", ""Dishes and silverware"", ""Dining table"", ""Oven"", ""Host greets you"", ""Washer"", ""Iron"", ""Bathtub"", ""Wifi"", ""Refrigerator"", ""Bed linens"", ""Central heating"", ""Crib - available upon request"", ""Hot water"", ""Kitchen"", ""Clothing storage: closet and dresser"", ""Hair dryer"", ""TV"", ""Dishwasher"", ""Stove"", ""Bidet""]"
14309119,2634978,Isole,San Marco,45.43487,12.33639,Entire rental unit,Entire home/apt,4,2.0,1.0,2.0,2 baths,1,1125,1125,1125,177.0,12,24,45,313,48,13,0,2016-09-14,2025-05-13,0.45,4.42,4.75,4.52,4.73,4.56,4.83,4.31,t,f,2012-06-14,within an hour,0.99,0.99,t,t,139.0,139.0,134,0,0,IT027042B4UEEKA9OA,"[""Microwave"", ""Heating"", ""Essentials"", ""Air conditioning"", ""Coffee maker"", ""Dishes and silverware"", ""Pets allowed"", ""Host greets you"", ""Hot water kettle"", ""Washer"", ""Iron"", ""Wifi"", ""Refrigerator"", ""Bed linens"", ""Toaster"", ""Hot water"", ""Crib"", ""Kitchen"", ""Hair dryer"", ""Stove"", ""Freezer""]"
14409790,2634978,Isole,San Polo,45.43794,12.33371,Entire rental unit,Entire home/apt,6,1.0,2.0,3.0,1 bath,1,1125,1125,1125,182.0,11,23,51,320,90,15,1,2016-09-18,2025-06-04,0.85,4.52,4.6,4.46,4.72,4.76,4.96,4.42,t,f,2012-06-14,within an hour,0.99,0.99,t,t,139.0,139.0,134,0,0,IT027042C287GFE98E,"[""Microwave"", ""Heating"", ""Essentials"", ""Air conditioning"", ""Coffee maker"", ""Dishes and silverware"", ""Fire extinguisher"", ""Oven"", ""Host greets you"", ""Iron"", ""Bathtub"", ""Wifi"", ""Refrigerator"", ""Bed linens"", ""Hot water"", ""Crib"", ""Kitchen"", ""Hair dryer"", ""Carbon monoxide alarm"", ""Dishwasher"", ""Stove""]"
14457785,2634978,Isole,San Marco,45.43851,12.33622,Entire rental unit,Entire home/apt,6,2.0,2.0,4.0,2 baths,1,1125,1125,1125,338.0,16,34,58,313,39,10,1,2017-04-01,2025-06-01,0.39,4.67,4.79,4.79,4.69,4.72,4.95,4.64,t,f,2012-06-14,within an hour,0.99,0.99,t,t,139.0,139.0,134,0,0,IT027042C2LUUFDH92,"[""Heating"", ""Essentials"", ""Air conditioning"", ""Coffee maker"", ""Dishes and silverware"", ""Oven"", ""Host greets you"", ""Hot water kettle"", ""Washer"", ""Iron"", ""Wifi"", ""Refrigerator"", ""Bed linens"", ""Toaster"", ""Hot water"", ""Crib"", ""Kitchen"", ""Hair dryer"", ""Dishwasher"", ""Stove"", ""Freezer""]"
15186405,2634978,Isole,Castello,45.43885,12.33879,Entire rental unit,Entire home/apt,5,1.5,3.0,3.0,1.5 baths,1,1125,1125,1125,205.0,3,3,29,299,36,18,1,2016-10-11,2025-05-23,0.34,4.53,4.56,4.69,4.44,4.58,4.86,4.47,t,f,2012-06-14,within an hour,0.99,0.99,t,t,139.0,139.0,134,0,0,IT027042B4MVTDEJI2,"[""Microwave"", ""Heating"", ""Essentials"", ""Air conditioning"", ""Coffee maker"", ""Dishes and silverware"", ""Fire extinguisher"", ""Pets allowed"", ""Host greets you"", ""Hot water kettle"", ""Washer"", ""Iron"", ""Bathtub"", ""Wifi"", ""Refrigerator"", ""Bed linens"", ""Toaster"", ""Hot water"", ""Crib"", ""Kitchen"", ""Hair dryer"", ""Carbon monoxide alarm"", ""Dishwasher"", ""Stove"", ""Freezer""]"
15243635,2634978,Isole,Castello,45.43162,12.35392,Entire rental unit,Entire home/apt,4,2.0,2.0,2.0,2 baths,1,1125,1125,1125,221.0,17,47,62,291,4,1,0,2016-10-03,2024-10-23,0.04,4.5,4.5,4.5,3.75,4.75,4.75,4.25,t,f,2012-06-14,within an hour,0.99,0.99,t,t,139.0,139.0,134,0,0,IT027042C2BX3ONJGO,"[""Heating"", ""Essentials"", ""Air conditioning"", ""Coffee maker"", ""Dishes and silverware"", ""Oven"", ""Host greets you"", ""Hot water kettle"", ""Washer"", ""Iron"", ""Wifi"", ""Refrigerator"", ""Patio or balcony"", ""Hot water"", ""Crib"", ""Kitchen"", ""Smoke alarm"", ""Hair dryer"", ""TV"", ""Carbon monoxide alarm"", ""Stove"", ""Freezer""]"
16023990,2634978,Isole,Dorsoduro,45.43337,12.32258,Entire rental unit,Entire home/apt,6,2.0,2.0,4.0,2 baths,1,1125,1125,1125,186.0,5,19,36,311,27,5,1,2017-01-02,2025-05-26,0.26,4.78,4.93,4.89,4.44,4.56,4.81,4.52,t,f,2012-06-14,within an hour,0.99,0.99,t,t,139.0,139.0,134,0,0,IT027042B4ZFEBJLY6,"[""Heating"", ""Essentials"", ""Air conditioning"", ""Coffee maker"", ""Dishes and silverware"", ""Fire extinguisher"", ""Host greets you"", ""Hot water kettle"", ""Washer"", ""Iron"", ""Wifi"", ""Refrigerator"", ""Bed linens"", ""Toaster"", ""Hot water"", ""Crib"", ""Kitchen"", ""Hair dryer"", ""Carbon monoxide alarm"", ""Dishwasher"", ""Stove"", ""Freezer""]"
16279288,2634978,Isole,Cannaregio,45.441402,12.339741,Entire rental unit,Entire home/apt,3,1.0,1.0,2.0,1 bath,1,1125,1125,1125,255.0,0,27,48,304,2,0,0,2022-05-13,2022-08-13,0.05,4.5,4.5,4.5,5.0,5.0,4.5,4.0,t,f,2012-06-14,within an hour,0.99,0.99,t,t,139.0,139.0,134,0,0,IT027042C2VB39C2CP,"[""Heating"", ""Essentials"", ""Air conditioning"", ""Coffee maker"", ""Dishes and silverware"", ""Pets allowed"", ""Oven"", ""Host greets you"", ""Hot water kettle"", ""Washer"", ""Iron"", ""Bathtub"", ""Wifi"", ""Refrigerator"", ""Bed linens"", ""Toaster"", ""Hot water"", ""Crib"", ""Kitchen"", ""Hair dryer"", ""Dishwasher"", ""Stove"", ""Freezer""]"
20648623,2634978,Isole,San Marco,45.43496,12.33488,Entire rental unit,Entire home/apt,5,1.0,2.0,4.0,1 bath,1,1125,1125,1125,250.0,4,11,30,305,118,30,2,2017-10-14,2025-05-26,1.26,4.78,4.75,4.81,4.81,4.75,4.96,4.65,t,f,2012-06-14,within an hour,0.99,0.99,t,t,139.0,139.0,134,0,0,IT027042C2P642IK86,"[""Heating"", ""Essentials"", ""Air conditioning"", ""Coffee maker"", ""Dishes and silverware"", ""Fire extinguisher"", ""Pets allowed"", ""Oven"", ""Host greets you"", ""Hot water kettle"", ""Washer"", ""Iron"", ""Wifi"", ""Refrigerator"", ""Bed linens"", ""Toaster"", ""Hot water"", ""Crib"", ""Kitchen"", ""Hair dryer"", ""TV"", ""Carbon monoxide alarm"", ""Dishwasher"", ""Stove"", ""Freezer""]"
21512798,2634978,Isole,San Polo,45.437,12.32955,Entire rental unit,Entire home/apt,3,1.0,1.0,2.0,1 bath,1,1125,1125,1125,159.0,20,50,80,355,68,10,1,2018-11-18,2025-05-26,0.85,4.59,4.63,4.57,4.6,4.6,4.82,4.53,t,f,2012-06-14,within an hour,0.99,0.99,t,t,139.0,139.0,134,0,0,IT027042B46NGJLOMP,"[""Microwave"", ""Essentials"", ""Dishes and silverware"", ""Coffee maker: drip coffee maker"", ""Pets allowed"", ""Oven"", ""Host greets you"", ""Hot water kettle"", ""Wine glasses"", ""Washer"", ""Iron"", ""Wifi"", ""Refrigerator"", ""Bed linens"", ""Central heating"", ""Crib - available upon request"", ""Toaster"", ""Hot water"", ""Kitchen"", ""Hair dryer"", ""Dishwasher"", ""40 inch TV"", ""Stove"", ""Central air conditioning"", ""Freezer"", ""Bidet""]"
22665602,2634978,Isole,Santa Croce,45.43929,12.32984,Entire rental unit,Entire home/apt,4,1.0,2.0,3.0,1 bath,1,1125,1125,1125,171.0,22,52,75,350,10,5,0,2019-01-01,2025-05-06,0.13,4.7,5.0,4.9,5.0,4.8,5.0,4.5,t,f,2012-06-14,within an hour,0.99,0.99,t,t,139.0,139.0,134,0,0,IT027042C2HX4HSKKU,"[""Heating"", ""Essentials"", ""Air conditioning"", ""Coffee maker"", ""Dishes and silverware"", ""Fire extinguisher"", ""Oven"", ""Host greets you"", ""Hot water kettle"", ""Washer"", ""Iron"", ""Wifi"", ""Refrigerator"", ""Bed linens"", ""Toaster"", ""Hot water"", ""Crib"", ""Kitchen"", ""Hair dryer"", ""Carbon monoxide alarm"", ""Stove"", ""Freezer""]"
